COD_DANE_A,Residential buildings (TVIVIENDA),Residential Occupied&Used (TP15_1_OCU),Residential Occupied&Empty (TP15_2_OCU),Residential Temporary (TP15_3_OCU),Residential Empty (TP15_4_OCU),Households (TP16_HOG),Residential Electricity Y (TP19_EE_1),Residential Electricity N (TP19_EE_2)
0500110000000018010735,33,28,1,0,4,28,28,0
0500110000000018010734,131,124,1,1,5,124,123,1
0500110000000018010702,6,6,0,0,0,6,6,0
0500110000000018010701,169,140,11,5,13,143,140,0
0500110000000018010704,8,7,1,0,0,7,7,0
0500110000000018010703,118,106,6,0,6,107,106,0
0500110000000018010627,0,0,0,0,0,0,0,0
0500110000000018010626,20,17,0,0,3,18,17,0
0500110000000018010629,0,0,0,0,0,0,0,0
0500110000000018010628,0,0,0,0,0,0,0,0
0500110000000018010716,150,145,3,0,2,147,141,4
0500110000000018010714,14,14,0,0,0,14,14,0
0500110000000018010719,43,38,5,0,0,38,35,3
0500110000000018010717,30,29,1,0,0,29,29,0
0500110000000018010706,0,0,0,0,0,0,0,0
0500110000000018010705,15,14,0,0,1,15,14,0
0500110000000018010711,149,142,1,0,6,143,140,2
0500110000000018010707,11,7,2,0,2,8,7,0
0500110000000018010615,6,6,0,0,0,6,6,0
0500110000000018010614,17,17,0,0,0,17,13,4
0500110000000018010617,17,16,1,0,0,16,16,0
0500110000000018010616,64,51,7,0,6,51,51,0
0500110000000018010609,12,12,0,0,0,12,12,0
0500110000000018010607,12,12,0,0,0,12,12,0
0500110000000018010613,119,110,5,0,4,112,107,3
0500110000000018010610,79,75,2,0,2,75,75,0
0500110000000018010623,0,0,0,0,0,0,0,0
0500110000000018010622,7,7,0,0,0,7,7,0
0500110000000018010625,9,9,0,0,0,9,9,0
0500110000000018010624,15,13,2,0,0,13,11,2
0500110000000018010619,92,86,0,0,6,90,83,3
0500110000000018010618,4,4,0,0,0,4,4,0
0500110000000018010621,13,13,0,0,0,14,12,1
0500110000000018010620,0,0,0,0,0,0,0,0
0500110000000018010540,27,25,0,0,2,25,25,0
0500110000000018010539,0,0,0,0,0,0,0,0
0500110000000018010542,6,6,0,0,0,6,6,0
0500110000000018010541,62,58,0,0,4,58,58,0
0500110000000018010536,40,37,2,0,1,37,37,0
0500110000000018010535,18,16,0,0,2,16,15,1
0500110000000018010538,1,0,1,0,0,0,0,0
0500110000000018010537,34,31,2,0,1,31,31,0
0500110000000018010603,63,62,0,0,1,62,61,1
0500110000000018010602,0,0,0,0,0,0,0,0
0500110000000018010606,2,0,1,0,1,0,0,0
0500110000000018010604,60,59,0,0,1,59,59,0
0500110000000018010544,0,0,0,0,0,0,0,0
0500110000000018010543,0,0,0,0,0,0,0,0
0500110000000018010601,87,81,3,0,3,83,81,0
0500110000000018010545,0,0,0,0,0,0,0,0
0500110000000018010524,38,36,1,0,1,36,36,0
0500110000000018010521,36,34,0,0,2,34,34,0
0500110000000018010526,44,38,3,0,3,38,38,0
0500110000000018010525,49,47,0,0,2,47,47,0
0500110000000018010518,37,37,0,0,0,37,37,0
0500110000000018010516,26,24,2,0,0,24,24,0
0500110000000018010520,48,45,1,0,2,45,45,0
0500110000000018010519,11,7,2,0,2,7,7,0
0500110000000018010532,0,0,0,0,0,0,0,0
0500110000000018010531,36,34,0,0,2,34,34,0
0500110000000018010534,1,0,0,0,1,0,0,0
0500110000000018010533,80,77,1,1,1,77,77,0
0500110000000018010528,39,30,6,0,3,30,30,0
0500110000000018010527,59,58,0,0,1,58,58,0
0500110000000018010530,36,30,0,0,6,30,30,0
0500110000000018010529,28,25,2,0,1,25,25,0
0500110000000018010424,15,15,0,0,0,15,15,0
0500110000000018010423,74,71,1,0,2,71,71,0
0500110000000018010428,6,6,0,0,0,6,6,0
0500110000000018010426,132,120,2,2,8,121,114,6
0500110000000018010419,67,65,2,0,0,65,65,0
0500110000000018010418,46,39,3,0,4,41,38,1
0500110000000018010422,114,110,1,0,3,110,110,0
0500110000000018010420,0,0,0,0,0,0,0,0
0500110000000018010512,8,8,0,0,0,8,8,0
0500110000000018010511,18,17,0,0,1,17,12,5
0500110000000018010515,29,29,0,0,0,29,29,0
0500110000000018010514,38,35,0,0,3,35,35,0
0500110000000018010503,109,101,1,0,7,101,101,0
0500110000000018010501,711,587,30,0,94,588,584,3
0500110000000018010509,29,29,0,0,0,29,29,0
0500110000000018010504,0,0,0,0,0,0,0,0
0500110000000018010403,118,112,1,0,5,112,112,0
0500110000000018010402,37,34,1,0,2,34,34,0
0500110000000018010407,23,23,0,0,0,23,23,0
0500110000000018010404,0,0,0,0,0,0,0,0
0500110000000018010317,0,0,0,0,0,0,0,0
0500110000000018010306,38,35,1,0,2,35,35,0
0500110000000018010401,95,91,2,0,2,92,91,0
0500110000000018010319,0,0,0,0,0,0,0,0
0500110000000018010415,52,52,0,0,0,52,52,0
0500110000000018010412,208,192,4,0,12,193,192,0
0500110000000018010417,59,54,4,0,1,55,52,2
0500110000000018010416,21,20,0,0,1,20,20,0
0500110000000018010409,46,44,0,0,2,44,44,0
0500110000000018010408,115,103,10,0,2,103,103,0
0500110000000018010411,148,139,4,0,5,139,139,0
0500110000000018010410,65,60,1,0,4,61,60,0
0500110000000018010222,0,0,0,0,0,0,0,0
0500110000000018010221,43,40,2,0,1,40,39,1
0500110000000018010224,31,31,0,0,0,31,31,0
0500110000000018010223,20,18,0,0,2,19,18,0
0500110000000018010215,71,71,0,0,0,72,71,0
0500110000000018010213,54,54,0,0,0,54,54,0
0500110000000018010219,69,69,0,0,0,69,69,0
0500110000000018010217,13,13,0,0,0,13,13,0
0500110000000018010230,24,24,0,0,0,24,24,0
0500110000000018010229,18,18,0,0,0,18,18,0
0500110000000018010305,82,73,3,0,6,74,73,0
0500110000000018010231,45,43,0,0,2,43,42,1
0500110000000018010226,17,11,0,3,3,12,10,1
0500110000000018010225,6,6,0,0,0,7,6,0
0500110000000018010228,64,62,0,0,2,62,61,1
0500110000000018010227,60,58,0,0,2,58,54,4
0500110000000018010130,111,104,0,0,7,104,104,0
0500110000000018010129,8,8,0,0,0,8,8,0
0500110000000018010132,24,23,0,0,1,23,23,0
0500110000000018010131,82,80,2,0,0,80,80,0
0500110000000018010126,5,5,0,0,0,5,5,0
0500110000000018010125,41,39,1,0,1,39,39,0
0500110000000018010128,82,79,0,0,3,80,78,1
0500110000000018010127,31,29,2,0,0,29,28,1
0500110000000018010209,52,47,3,0,2,47,47,0
0500110000000018010208,53,49,1,1,2,51,49,0
0500110000000018010211,80,70,6,0,4,70,70,0
0500110000000018010210,5,5,0,0,0,5,4,1
0500110000000018010202,6,5,0,1,0,6,5,0
0500110000000018010201,66,61,1,0,4,63,61,0
0500110000000018010207,28,28,0,0,0,29,28,0
0500110000000018010205,16,16,0,0,0,16,15,1
0564730010200000000000,457,261,25,102,69,266,255,6
0564730020200000000000,96,53,1,16,26,53,52,1
0564730020100000000000,299,193,16,47,43,194,191,2
0564730010100000000000,367,278,7,42,40,280,269,9
0564730010300000000000,121,62,7,18,34,63,62,0
0564730020500000000000,47,26,1,11,9,27,24,2
0564730020300000000000,110,63,2,25,20,66,56,7
0564730020400000000000,118,69,0,29,20,72,69,0
0564230030200000000000,411,330,20,40,21,338,324,6
0564230020300000000000,470,365,29,53,23,378,355,10
0564230010400000000000,42,40,0,2,0,42,40,0
0564230020200000000000,184,144,12,18,10,146,140,4
0564230030300000000000,666,521,44,70,31,544,509,12
0564230030400000000000,186,134,11,34,7,134,131,3
0564230030100000000000,99,79,3,11,6,82,76,3
0564230020400000000000,401,304,9,59,29,315,277,27
0564930010700000000000,175,117,0,57,1,118,114,3
0564930010500000000000,132,80,0,52,0,81,79,1
0564930010200000000000,43,19,0,24,0,20,18,1
0564930010100000000000,131,98,0,32,1,102,95,3
0564930070200000000000,158,122,0,31,5,122,121,1
0564930010400000000000,144,89,0,51,4,90,87,2
0564930030500000000000,32,14,0,17,1,14,14,0
0564930070300000000000,122,111,0,11,0,111,109,2
0564930060300000000000,48,47,0,0,1,47,47,0
0564930070100000000000,14,12,0,2,0,12,12,0
0564730010400000000000,58,27,5,8,18,27,27,0
0564730010500000000000,42,12,1,3,26,12,12,0
0564930070400000000000,102,73,0,24,5,73,69,4
0564930060400000000000,622,473,0,143,6,475,472,1
0564930060200000000000,89,64,0,24,1,64,62,2
0564930060100000000000,14,8,0,6,0,8,6,2
0564930030200000000000,13,0,0,10,3,0,0,0
0564930030300000000000,13,7,0,5,1,7,7,0
0564930050400000000000,244,138,0,96,10,140,84,54
0564930020200000000000,66,40,0,26,0,40,30,10
0564930040200000000000,97,50,0,42,5,50,50,0
0564930040100000000000,62,37,0,25,0,37,36,1
0564930050300000000000,372,203,0,167,2,206,202,1
0564930020100000000000,119,77,0,37,5,77,72,5
0564930010600000000000,308,172,0,136,0,172,171,1
0564930030400000000000,70,37,0,31,2,38,28,9
0564930050100000000000,79,40,0,39,0,40,40,0
0564930030100000000000,11,6,0,5,0,6,5,1
0564930050500000000000,338,163,0,170,5,164,160,3
0564930050200000000000,437,228,0,206,3,228,226,2
0564930020300000000000,37,28,0,8,1,28,25,3
0564930040500000000000,125,64,0,45,16,68,60,4
0565230010400000000000,2,0,0,2,0,0,0,0
0565230030300000000000,36,23,0,7,6,26,23,0
0565230030200000000000,142,85,3,41,13,93,79,6
0565230010500000000000,8,8,0,0,0,8,3,5
0565230030400000000000,68,52,0,12,4,53,47,5
0565230030500000000000,105,81,0,13,11,86,76,5
0565230020200000000000,21,16,0,5,0,16,12,4
0565230010600000000000,13,13,0,0,0,13,2,11
0564930040400000000000,9,8,0,1,0,8,3,5
0565230010100000000000,535,276,2,184,73,292,256,20
0564930040300000000000,13,12,0,1,0,12,11,1
0564930030600000000000,34,24,0,10,0,24,24,0
0565230010300000000000,54,25,0,6,23,25,21,4
0565230030100000000000,14,10,0,1,3,10,10,0
0565230020100000000000,12,5,0,2,5,6,3,2
0565230010200000000000,157,76,0,32,49,80,71,5
0565630020400000000000,463,315,35,95,18,322,313,2
0565630010300000000000,895,485,38,342,30,488,471,14
0565630020300000000000,343,214,40,68,21,216,209,5
0565630010100000000000,137,42,1,90,4,42,41,1
0565830010100000000000,56,39,1,4,12,46,39,0
0565830010300000000000,58,43,2,1,12,44,43,0
0565630020500000000000,306,204,15,58,29,205,203,1
0565830020100000000000,61,45,1,1,14,49,44,1
0565230020400000000000,36,35,0,1,0,36,24,11
0565230020600000000000,0,0,0,0,0,0,0,0
0565230020300000000000,348,170,1,108,69,178,152,18
0565230010700000000000,5,4,0,1,0,4,3,1
0565630020100000000000,906,456,37,392,21,460,452,4
0565630010200000000000,385,201,12,153,19,208,192,9
0565230020500000000000,7,7,0,0,0,7,5,2
0565630020200000000000,287,183,6,93,5,183,179,4
0565930020200000000000,163,159,0,0,4,163,158,1
0565930020400000000000,84,83,0,0,1,83,83,0
0565930020500000000000,109,99,0,3,7,104,99,0
0565930020100000000000,251,227,0,4,20,236,226,1
0566030010100000000000,39,17,0,8,14,17,15,2
0566030010200000000000,123,85,0,14,24,85,85,0
0565930020300000000000,369,333,0,11,25,340,328,5
0566030020100000000000,236,160,0,44,32,161,156,4
0565830020300000000000,30,21,0,1,8,22,21,0
0565930010600000000000,115,104,0,1,10,106,104,0
0565830020200000000000,51,31,1,5,14,32,31,0
0565830010200000000000,83,58,2,2,21,62,57,1
0565930020600000000000,183,174,0,2,7,181,170,4
0565930010200000000000,188,167,0,1,20,174,162,5
0565930010500000000000,175,155,0,0,20,161,155,0
0565930010100000000000,1219,1003,0,31,185,1044,986,17
0566030020500000000000,206,140,0,48,18,140,131,9
0566030040400000000000,25,20,0,4,1,20,19,1
0566030040200000000000,27,21,0,2,4,21,20,1
0566030030300000000000,188,139,0,32,17,140,135,4
0566030040500000000000,282,250,0,29,3,254,250,0
0566030030500000000000,21,21,0,0,0,21,17,4
0566030040300000000000,201,142,0,48,11,144,140,2
0566030030400000000000,0,0,0,0,0,0,0,0
0566030010400000000000,74,46,0,21,7,46,46,0
0566030020300000000000,186,127,0,48,11,127,122,5
0566030010300000000000,37,19,0,17,1,19,18,1
0566030020200000000000,38,30,0,0,8,30,24,6
0566030040100000000000,10,6,0,2,2,6,6,0
0566030050400000000000,9,5,0,4,0,5,5,0
0566030030100000000000,110,81,0,23,6,81,75,6
0566030020400000000000,87,71,0,14,2,71,65,6
0566530010100000000000,196,182,0,7,7,185,179,3
0566530010200000000000,117,109,0,2,6,112,109,0
0566430020600000000000,267,67,72,84,44,67,66,1
0566430010400000000000,974,578,188,144,64,585,573,5
0566530020200000000000,61,54,0,0,7,55,53,1
0566530010300000000000,49,42,0,2,5,43,42,0
0566530020100000000000,146,141,0,2,3,146,138,3
0566530020300000000000,234,200,0,10,24,200,192,8
0566430010100000000000,359,223,71,46,19,225,223,0
0566430020200000000000,224,93,40,67,24,97,82,11
0566430020100000000000,297,163,75,35,24,164,161,2
0566430020300000000000,59,24,12,20,3,24,23,1
0566430020400000000000,327,19,98,134,76,19,19,0
0566430020500000000000,233,58,60,77,38,59,56,2
0566430010300000000000,796,456,129,147,64,472,445,11
0566430010200000000000,474,206,125,106,37,210,200,6
0566530030100000000000,457,442,0,6,9,448,430,12
0566530040500000000000,79,69,0,4,6,71,69,0
0566530040400000000000,119,112,0,2,5,113,109,3
0566530020700000000000,107,85,0,5,17,90,83,2
0566530040600000000000,246,207,1,21,17,215,203,4
0566530050300000000000,364,312,0,25,27,314,295,17
0566530030400000000000,273,242,0,12,19,242,235,7
0566530050100000000000,425,371,0,36,18,373,362,9
0566530020400000000000,148,128,1,9,10,128,126,2
0566530040200000000000,211,186,0,6,19,189,183,3
0566530040100000000000,113,106,0,0,7,107,104,2
0566530040300000000000,128,114,0,5,9,114,109,5
0566530020600000000000,167,156,0,6,5,156,149,7
0566530030300000000000,86,73,0,3,10,79,71,2
0566530020500000000000,129,120,0,7,2,121,116,4
0566530030200000000000,104,99,0,3,2,99,95,4
0566730020200000000000,347,223,40,35,49,230,211,12
0566730010100000000000,351,177,46,101,27,184,167,10
0566730030500000000000,116,82,5,9,20,83,75,7
0566730030300000000000,160,110,14,6,30,112,106,4
0566730010200000000000,428,183,39,120,86,194,172,11
0566730020400000000000,321,174,15,91,41,181,163,11
0566730030400000000000,66,37,13,6,10,37,32,5
0566730020300000000000,312,192,22,40,58,197,178,14
0566530050500000000000,208,174,0,22,12,177,165,9
0566530050600000000000,145,123,0,7,15,124,117,6
0566530050200000000000,345,283,0,30,32,284,275,8
0566530050400000000000,134,104,0,12,18,105,100,4
0566730030100000000000,174,113,15,22,24,120,105,8
0566730020100000000000,127,82,15,17,13,84,77,5
0566530050700000000000,224,169,0,39,16,170,156,13
0566730030200000000000,77,49,10,9,9,51,45,4
0567030010100000000000,254,155,5,64,30,159,151,4
0567030010400000000000,291,170,9,73,39,174,166,4
0567030020400000000000,457,298,20,86,53,303,284,14
0567030030100000000000,1200,894,76,79,151,899,876,18
0567030040300000000000,74,43,6,6,19,43,43,0
0567030040200000000000,130,80,15,8,27,80,79,1
0567030020500000000000,238,157,11,28,42,157,154,3
0567030010300000000000,248,145,16,48,39,146,140,5
0566730010500000000000,127,61,15,23,28,61,58,3
0566730010400000000000,51,23,4,13,11,24,22,1
0566730010300000000000,169,64,25,39,41,64,63,1
0566730010600000000000,266,123,28,63,52,124,118,5
0567030020200000000000,348,211,26,34,77,211,203,8
0567030020300000000000,1137,788,126,105,118,793,760,28
0567030020100000000000,122,88,4,16,14,90,83,5
0567030010200000000000,377,219,13,101,44,221,215,4
0567430010200000000000,626,340,39,97,150,349,339,1
0567430020300000000000,694,424,38,91,141,433,415,9
0567430020200000000000,689,370,56,98,165,381,365,5
0567430020400000000000,624,332,62,97,133,341,328,4
0567430020500000000000,1618,768,173,502,175,828,758,10
0567430010500000000000,1155,617,73,328,137,625,609,8
0567430010300000000000,658,327,56,107,168,333,323,4
0567430010400000000000,612,368,32,117,95,376,366,2
0567030040500000000000,81,56,2,6,17,56,51,5
0567030040400000000000,55,39,2,2,12,39,34,5
0567030040100000000000,131,92,11,9,19,92,88,4
0567030020600000000000,130,74,6,17,33,74,70,4
0567430020100000000000,354,212,47,23,72,221,210,2
0567430010100000000000,333,185,36,34,78,204,184,1
0567030040600000000000,25,12,4,0,9,13,12,0
0567030040700000000000,45,25,5,5,10,25,23,2
0568630070500000000000,71,28,4,19,20,28,28,0
0568630070100000000000,126,65,0,25,36,66,65,0
0568630070400000000000,100,63,6,15,16,67,62,1
0568630070300000000000,48,18,2,13,15,18,18,0
0568630060200000000000,83,43,0,22,18,43,42,1
0568630050200000000000,131,92,0,17,22,92,92,0
0568630060100000000000,86,55,0,13,18,55,55,0
0568630080800000000000,86,41,8,18,19,41,41,0
0567930010300000000000,511,371,13,64,63,372,370,1
0567930010400000000000,841,584,21,166,70,588,574,10
0567930010200000000000,1899,1265,50,356,228,1274,1239,26
0567930010100000000000,172,75,5,42,50,75,72,3
0567930020200000000000,712,501,26,120,65,507,497,4
0567930020400000000000,207,127,18,41,21,132,126,1
0567930010500000000000,784,533,19,144,88,538,519,14
0567930020100000000000,71,55,0,10,6,55,53,2
0568630040100000000000,84,23,0,18,43,23,23,0
0568630040400000000000,163,100,0,33,30,100,100,0
0568630080200000000000,157,90,0,23,44,91,90,0
0568630080400000000000,95,42,14,20,19,42,42,0
0568630030100000000000,111,48,0,27,36,48,48,0
0568630040500000000000,324,189,2,49,84,191,188,1
0568630040300000000000,167,96,0,40,31,96,94,2
0568630080100000000000,178,125,0,38,15,125,124,1
0568630080600000000000,178,101,10,23,44,101,101,0
0568630060300000000000,191,126,0,38,27,128,123,3
0568630080700000000000,183,105,0,25,53,107,103,2
0568630080500000000000,66,28,19,9,10,28,28,0
0568630050300000000000,196,114,0,33,49,114,114,0
0568630040200000000000,87,53,0,20,14,53,52,1
0568630050100000000000,36,15,0,7,14,15,15,0
0568630080300000000000,227,132,0,30,65,133,132,0
0568630010400000000000,202,115,1,26,60,115,113,2
0569030010200000000000,789,469,59,156,105,469,450,19
0568630020400000000000,269,188,0,32,49,189,179,9
0568630020300000000000,373,228,0,39,106,230,223,5
0569030020600000000000,324,203,16,71,34,204,200,3
0569030020500000000000,629,395,57,108,69,402,391,4
0569030010300000000000,749,413,127,118,91,416,406,7
0569030010100000000000,678,361,44,184,89,363,342,19
0568630020500000000000,174,96,0,27,51,98,96,0
0568630020100000000000,349,186,8,75,80,189,181,5
0568630010100000000000,319,206,1,45,67,206,204,2
0568630030200000000000,235,142,0,25,68,143,136,6
0568630010500000000000,432,248,0,90,94,252,248,0
0568630020700000000000,418,226,0,122,70,226,222,4
0568630020600000000000,79,56,0,17,6,56,56,0
0568630010200000000000,257,136,5,46,70,140,133,3
0573630110300000000000,0,0,0,0,0,0,0,0
0573630110400000000000,4,4,0,0,0,4,3,1
0569730010200000000000,1417,844,135,287,151,856,837,7
0569730010100000000000,1560,880,122,382,176,887,878,2
0573630110100000000000,0,0,0,0,0,0,0,0
0573630060300000000000,7,7,0,0,0,7,0,7
0573630110200000000000,0,0,0,0,0,0,0,0
0573630070100000000000,0,0,0,0,0,0,0,0
0569030020200000000000,153,63,19,41,30,63,62,1
0569030020100000000000,141,48,6,47,40,48,47,1
0569030020400000000000,284,179,30,32,43,180,178,1
0569030020300000000000,175,88,8,44,35,90,85,3
0569030030300000000000,104,60,7,16,21,60,58,2
0569730010300000000000,629,329,56,137,107,340,327,2
0569030030100000000000,122,47,6,43,26,47,45,2
0569030030200000000000,167,75,9,48,35,76,74,1
0549530050200000000000,89,68,0,18,3,71,61,7
0549530050100000000000,85,84,0,0,1,86,81,3
0549530100100000000000,55,53,0,1,1,58,47,6
0549530090300000000000,70,69,0,1,0,70,61,8
0549530090400000000000,36,35,0,1,0,36,26,9
0549530050300000000000,240,200,0,27,13,220,197,3
0549530050400000000000,298,238,0,27,33,256,226,12
0549530080700000000000,0,0,0,0,0,0,0,0
0549530040200000000000,0,0,0,0,0,0,0,0
0549530100200000000000,88,87,0,1,0,92,85,2
0549530080400000000000,50,50,0,0,0,50,36,14
0549530040400000000000,15,13,0,1,1,13,8,5
0549530040100000000000,50,45,0,5,0,45,41,4
0549530080500000000000,81,81,0,0,0,81,53,28
0549530080600000000000,0,0,0,0,0,0,0,0
0549530100300000000000,53,49,0,3,1,53,42,7
0550130010100000000000,221,172,1,32,16,176,170,2
0550130010200000000000,186,129,3,43,11,136,124,5
0549530070100000000000,12,12,0,0,0,12,12,0
0549530070300000000000,70,57,0,7,6,59,55,2
0554130010100000000000,124,64,3,30,27,66,64,0
0554130010300000000000,906,339,80,360,127,346,332,7
0550130010300000000000,835,555,2,192,86,562,548,7
0550130010400000000000,209,28,0,178,3,28,26,2
0549530060200000000000,6,5,0,1,0,6,4,1
0549530060500000000000,741,599,0,72,70,666,578,21
0549530100400000000000,67,64,0,3,0,64,55,9
0549530060300000000000,40,39,0,0,1,41,37,2
0549530070200000000000,30,30,0,0,0,30,30,0
0549530070400000000000,26,26,0,0,0,26,25,1
0549530060100000000000,0,0,0,0,0,0,0,0
0549530060400000000000,7,7,0,0,0,7,7,0
0554330020200000000000,172,108,0,37,27,114,103,5
0554330020100000000000,436,285,0,95,56,285,284,1
0554330010400000000000,7,6,0,0,1,6,5,1
0554330010500000000000,7,5,0,1,1,5,5,0
0554330020500000000000,10,8,0,1,1,8,8,0
0554330010700000000000,187,127,0,33,27,128,124,3
0554330020400000000000,72,41,0,9,22,41,40,1
0554330010600000000000,78,45,0,19,14,46,42,3
0554130010500000000000,911,331,36,488,56,333,327,4
0554130020300000000000,1008,433,35,368,172,433,419,14
0554130010400000000000,724,304,80,254,86,311,296,8
0554130020100000000000,1256,530,157,426,143,546,527,3
0554330010200000000000,1,0,0,0,1,0,0,0
0554330010300000000000,34,22,0,4,8,22,20,2
0554130020200000000000,600,284,54,134,128,285,283,1
0554330010100000000000,31,8,0,8,15,8,5,3
0557930040100000000000,129,90,5,6,28,92,90,0
0557930030100000000000,10,7,2,0,1,7,7,0
0557630010200000000000,734,554,53,32,95,563,544,10
0557630010300000000000,495,365,32,12,86,369,359,6
0557930040300000000000,78,52,4,1,21,52,51,1
0557930030300000000000,36,25,0,8,3,25,25,0
0557930040200000000000,21,15,0,2,4,15,15,0
0557930030200000000000,29,20,0,7,2,20,20,0
0554330030600000000000,184,147,0,12,25,150,138,9
0554330030300000000000,142,95,3,8,36,95,90,5
0554330020300000000000,270,181,0,38,51,185,176,5
0554330030400000000000,51,31,0,3,17,31,27,4
0554330030700000000000,81,78,0,2,1,78,73,5
0557630010100000000000,49,36,5,1,7,36,36,0
0554330030100000000000,94,55,0,12,27,57,49,6
0554330030500000000000,114,78,0,7,29,78,74,4
0557930010300000000000,26,17,1,3,5,18,17,0
0557930060100000000000,40,20,1,13,6,20,16,4
0557930050400000000000,31,22,2,4,3,22,22,0
0557930050300000000000,26,21,0,4,1,21,21,0
0557930010500000000000,65,54,4,4,3,56,53,1
0557930010600000000000,31,19,0,6,6,19,19,0
0557930050500000000000,17,13,0,3,1,13,13,0
0557930060500000000000,36,28,0,6,2,29,27,1
0557930020100000000000,23,19,1,2,1,19,16,3
0557930020200000000000,21,17,0,1,3,18,17,0
0557930040400000000000,57,50,0,3,4,50,48,2
0557930050100000000000,73,51,2,3,17,52,48,3
0557930010100000000000,30,17,0,0,13,18,16,1
0557930010200000000000,70,43,7,10,10,45,34,9
0557930020300000000000,3,0,0,3,0,0,0,0
0557930050200000000000,7,5,0,0,2,5,5,0
0557930080300000000000,97,62,4,11,20,63,62,0
0557930070200000000000,64,34,5,15,10,36,24,10
0557930110100000000000,78,56,0,7,15,56,56,0
0557930070300000000000,116,91,2,12,11,95,87,4
0557930110300000000000,16,13,0,2,1,14,12,1
0557930100100000000000,7,4,0,0,3,6,2,2
0557930110400000000000,10,9,1,0,0,10,4,5
0557930080200000000000,57,31,1,4,21,32,27,4
0557930060400000000000,83,67,0,12,4,67,66,1
0557930070100000000000,100,71,4,7,18,71,68,3
0557930010400000000000,101,82,2,6,11,84,79,3
0557930060300000000000,39,29,1,5,4,31,29,0
0557930070400000000000,246,195,12,15,24,196,187,8
0557930080400000000000,45,31,0,8,6,31,29,2
0557930080100000000000,24,18,0,5,1,19,18,0
0557930110200000000000,19,11,2,1,5,11,4,7
0557930120400000000000,3,0,0,2,1,0,0,0
0558530010100000000000,21,13,2,4,2,14,13,0
0557930120300000000000,13,10,0,0,3,10,10,0
0557930090400000000000,36,22,0,8,6,22,21,1
0558530020200000000000,304,253,1,12,38,279,249,4
0558530010200000000000,202,138,24,8,32,139,136,2
0558530020400000000000,53,22,14,1,16,23,21,1
0558530020300000000000,63,43,3,5,12,43,43,0
0557930090200000000000,101,67,4,6,24,68,64,3
0557930120100000000000,27,16,3,0,8,16,16,0
0557930120200000000000,29,17,1,6,5,18,17,0
0557930090100000000000,269,179,8,34,48,183,174,5
0557930100300000000000,6,5,0,1,0,5,5,0
0557930090300000000000,28,17,0,3,8,17,17,0
0557930100200000000000,6,5,0,1,0,7,5,0
0557930100400000000000,1,0,0,0,1,0,0,0
0558530030200000000000,14,10,3,0,1,10,10,0
0558530040400000000000,16,15,0,0,1,17,15,0
0558530010700000000000,35,13,14,0,8,14,13,0
0558530030100000000000,64,46,8,0,10,47,43,3
0558530040500000000000,21,10,8,0,3,10,10,0
0558530030500000000000,15,6,2,0,7,6,6,0
0558530050100000000000,35,26,0,8,1,26,26,0
0558530030400000000000,50,20,12,2,16,20,20,0
0558530040100000000000,11,7,2,0,2,7,7,0
0558530020600000000000,11,10,0,0,1,11,10,0
0558530020500000000000,14,12,1,1,0,12,12,0
0558530010500000000000,87,51,9,2,25,52,51,0
0558530010600000000000,57,36,12,2,7,38,36,0
0558530040300000000000,22,15,3,1,3,16,15,0
0558530010300000000000,71,38,7,0,26,39,38,0
0558530010400000000000,47,31,3,0,13,33,30,1
0559130020600000000000,120,105,3,8,4,116,102,3
0559130030400000000000,15,9,0,6,0,9,9,0
0559130010100000000000,13,7,0,3,3,10,7,0
0559130010400000000000,82,61,0,14,7,61,61,0
0560430110200000000000,1,0,1,0,0,0,0,0
0560430120100000000000,26,22,3,1,0,22,21,1
0559130020400000000000,82,66,3,6,7,66,59,7
0560430110100000000000,13,12,0,0,1,12,10,2
0558530040600000000000,35,27,3,1,4,27,27,0
0558530030700000000000,23,16,2,0,5,16,16,0
0558530040700000000000,134,93,18,3,20,95,80,13
0558530030600000000000,27,11,2,5,9,11,11,0
0559130020800000000000,9,4,2,2,1,4,4,0
0559130010200000000000,25,18,0,6,1,18,17,1
0559130030100000000000,947,763,25,38,121,779,745,18
0559130020100000000000,19,11,0,7,1,12,11,0
0560430080100000000000,20,9,7,1,3,9,7,2
0560430140100000000000,1,0,1,0,0,0,0,0
0560430090500000000000,18,11,3,1,3,11,11,0
0560430090400000000000,28,13,4,8,3,13,10,3
0560430010100000000000,55,33,13,3,6,33,30,3
0560430020100000000000,28,18,0,8,2,18,16,2
0560430130100000000000,20,15,2,2,1,15,14,1
0560430070100000000000,1582,1106,316,61,99,1117,1102,4
0560430110300000000000,50,38,5,5,2,38,37,1
0560430090300000000000,10,8,0,1,1,8,8,0
0560430090100000000000,207,110,73,6,18,111,103,7
0560430120300000000000,17,12,4,1,0,12,12,0
0560430090200000000000,19,6,6,3,4,6,5,1
0560430070400000000000,127,69,39,7,12,69,67,2
0560430120200000000000,10,7,2,0,1,7,7,0
0560430120400000000000,33,21,6,4,2,21,21,0
0560430080400000000000,15,13,1,1,0,13,13,0
0560430150100000000000,1,0,0,1,0,0,0,0
0560430130300000000000,20,11,1,3,5,11,10,1
0560430020200000000000,13,5,3,1,4,5,5,0
0560430160100000000000,35,30,3,2,0,30,28,2
0560430080500000000000,1,0,0,0,1,0,0,0
0560430080300000000000,10,6,3,1,0,6,5,1
