COD_DANE_A,Residential buildings (TVIVIENDA),Residential Occupied&Used (TP15_1_OCU),Residential Occupied&Empty (TP15_2_OCU),Residential Temporary (TP15_3_OCU),Residential Empty (TP15_4_OCU),Households (TP16_HOG),Residential Electricity Y (TP19_EE_1),Residential Electricity N (TP19_EE_2)
0500110000000002010214,38,37,1,0,0,37,37,0
0500110000000002010213,149,133,3,1,12,134,132,1
0500110000000002010216,172,165,0,0,7,166,164,1
0500110000000002010215,61,56,3,0,2,56,56,0
0500110000000002010209,87,85,2,0,0,85,85,0
0500110000000002010208,104,97,5,0,2,103,96,1
0500110000000002010211,65,62,0,0,3,63,62,0
0500110000000002010210,74,71,0,0,3,72,71,0
0500110000000002010316,49,39,0,0,10,40,39,0
0500110000000002010315,11,9,0,0,2,9,9,0
0500110000000002010318,198,189,0,0,9,189,188,1
0500110000000002010317,77,63,12,0,2,72,63,0
0500110000000002010301,35,34,0,0,1,34,34,0
0500110000000002010217,12,12,0,0,0,12,12,0
0500110000000002010306,50,50,0,0,0,54,48,2
0500110000000002010305,81,81,0,0,0,81,81,0
0500110000000002010106,153,141,6,0,6,141,141,0
0500110000000002010105,39,33,3,1,2,33,33,0
0500110000000002010109,63,58,4,0,1,58,58,0
0500110000000002010108,37,32,0,0,5,32,32,0
0500110000000001070420,0,0,0,0,0,0,0,0
0500110000000001070419,20,18,1,1,0,18,16,2
0500110000000002010103,44,40,1,0,3,40,40,0
0500110000000002010102,179,166,6,0,7,169,166,0
0500110000000002010204,101,100,1,0,0,100,99,1
0500110000000002010203,103,96,1,0,6,113,96,0
0500110000000002010207,74,71,2,0,1,72,71,0
0500110000000002010206,63,57,1,0,5,57,57,0
0500110000000002010111,97,97,0,0,0,97,97,0
0500110000000002010110,65,64,0,0,1,64,64,0
0500110000000002010113,13,10,2,0,1,10,10,0
0500110000000002010112,2,0,0,0,2,0,0,0
0500110000000001070404,133,125,3,0,5,125,125,0
0500110000000001070403,70,68,0,0,2,68,68,0
0500110000000001070406,148,127,19,0,2,127,127,0
0500110000000001070405,8,4,4,0,0,4,4,0
0500110000000001070310,67,60,4,0,3,61,59,1
0500110000000001070308,117,116,1,0,0,117,116,0
0500110000000001070401,107,104,2,0,1,107,100,4
0500110000000001070311,92,86,4,0,2,86,86,0
0500110000000001070413,73,68,5,0,0,68,68,0
0500110000000001070412,51,50,1,0,0,50,50,0
0500110000000001070418,244,214,22,1,7,216,214,0
0500110000000001070417,76,60,12,0,4,60,60,0
0500110000000001070408,130,122,8,0,0,123,122,0
0500110000000001070407,143,118,24,0,1,118,117,1
0500110000000001070411,147,137,6,1,3,137,137,0
0500110000000001070410,164,137,21,1,5,137,137,0
0500110000000001070207,87,87,0,0,0,87,87,0
0500110000000001070206,115,115,0,0,0,115,113,2
0500110000000001070209,50,50,0,0,0,54,50,0
0500110000000001070208,38,38,0,0,0,38,38,0
0500110000000001070202,127,127,0,0,0,129,127,0
0500110000000001070201,70,70,0,0,0,77,70,0
0500110000000001070205,123,123,0,0,0,127,123,0
0500110000000001070203,66,63,0,0,3,63,62,1
0500110000000001070303,41,41,0,0,0,41,41,0
0500110000000001070302,30,30,0,0,0,30,29,1
0500110000000001070306,34,34,0,0,0,36,34,0
0500110000000001070305,127,119,5,0,3,120,101,18
0500110000000001070213,11,11,0,0,0,11,11,0
0500110000000001070211,29,29,0,0,0,29,29,0
0500110000000001070301,139,126,3,0,10,127,124,2
0500110000000001070214,42,41,0,0,1,41,41,0
0500110000000001070106,147,140,0,0,7,140,139,1
0500110000000001070104,60,58,0,0,2,58,58,0
0500110000000001070109,108,100,0,0,8,110,100,0
0500110000000001070108,120,111,0,0,9,113,110,1
0500110000000001060415,53,51,0,0,2,51,51,0
0500110000000001060414,34,34,0,0,0,37,33,1
0500110000000001070101,167,158,0,1,8,160,158,0
0500110000000001060417,80,79,0,0,1,79,79,0
0500110000000001070116,0,0,0,0,0,0,0,0
0500110000000001070115,49,46,0,0,3,46,46,0
0500110000000001070118,16,16,0,0,0,16,16,0
0500110000000001070117,110,106,0,0,4,114,106,0
0500110000000001070111,103,103,0,0,0,103,103,0
0500110000000001070110,100,95,0,0,5,95,95,0
0500110000000001070114,52,51,0,0,1,51,50,1
0500110000000001070113,39,37,0,0,2,37,37,0
0500110000000001060314,127,123,1,0,3,123,123,0
0500110000000001060311,87,87,0,0,0,87,87,0
0500110000000001060402,73,68,4,0,1,70,67,1
0500110000000001060315,0,0,0,0,0,0,0,0
0500110000000001060307,119,116,0,0,3,118,115,1
0500110000000001060306,103,100,0,0,3,100,100,0
0500110000000001060310,115,109,5,0,1,110,109,0
0500110000000001060309,98,93,0,0,5,94,93,0
0500110000000001060408,17,16,0,0,1,16,16,0
0500110000000001060407,65,57,8,0,0,60,57,0
0500110000000001060413,89,84,0,0,5,84,84,0
0500110000000001060410,0,0,0,0,0,0,0,0
0500110000000001060404,121,121,0,0,0,121,121,0
0500110000000001060403,35,34,0,1,0,37,34,0
0500110000000001060406,109,95,14,0,0,96,95,0
0500110000000001060405,59,55,2,0,2,60,55,0
0500110000000001060206,11,11,0,0,0,11,11,0
0500110000000001060205,124,124,0,0,0,126,124,0
0500110000000001060212,0,0,0,0,0,0,0,0
0500110000000001060209,166,166,0,0,0,167,165,1
0500110000000001060201,210,210,0,0,0,217,210,0
0500110000000001060114,16,16,0,0,0,16,16,0
0500110000000001060203,86,86,0,0,0,96,86,0
0500110000000001060202,47,47,0,0,0,47,47,0
0500110000000001060303,9,9,0,0,0,9,9,0
0500110000000001060302,115,103,12,0,0,103,102,1
0500110000000001060305,103,92,8,0,3,93,92,0
0500110000000001060304,132,127,3,0,2,127,127,0
0500110000000001060215,8,8,0,0,0,8,8,0
0500110000000001060214,72,72,0,0,0,72,72,0
0500110000000001060301,178,171,0,1,6,171,170,1
0500110000000001060216,102,102,0,0,0,102,100,2
0500110000000001050528,25,25,0,0,0,26,25,0
0500110000000001050527,9,9,0,0,0,10,9,0
0500110000000001060101,115,107,4,0,4,116,107,0
0500110000000001050529,0,0,0,0,0,0,0,0
0500110000000001050523,129,127,0,1,1,127,127,0
0500110000000001050521,61,61,0,0,0,65,61,0
0500110000000001050526,13,13,0,0,0,13,13,0
0500110000000001050525,31,31,0,0,0,31,31,0
0500110000000001060109,170,164,0,1,5,183,164,0
0500110000000001060108,143,141,0,0,2,152,141,0
0500110000000001060112,121,119,0,0,2,125,119,0
0500110000000001060111,17,17,0,0,0,18,17,0
0500110000000001060104,0,0,0,0,0,0,0,0
0500110000000001060102,98,96,0,0,2,104,96,0
0500110000000001060107,48,48,0,0,0,50,46,2
0500110000000001060106,96,96,0,0,0,97,96,0
0500110000000001050421,23,21,2,0,0,23,21,0
0500110000000001050420,60,60,0,0,0,83,60,0
0500110000000001050423,7,7,0,0,0,7,7,0
0500110000000001050422,70,66,1,0,3,74,63,3
0500110000000001050416,16,12,2,0,2,15,12,0
0500110000000001050414,184,153,21,0,10,179,152,1
0500110000000001050419,55,40,14,0,1,44,40,0
0500110000000001050417,89,88,0,0,1,88,87,1
0500110000000001050511,12,12,0,0,0,12,12,0
0500110000000001050507,8,6,0,0,2,7,6,0
0500110000000001050520,7,7,0,0,0,7,7,0
0500110000000001050516,43,43,0,0,0,43,43,0
0500110000000001050503,29,29,0,0,0,31,29,0
0500110000000001050501,36,36,0,0,0,36,36,0
0500110000000001050505,32,32,0,0,0,33,32,0
0500110000000001050504,138,130,0,0,8,130,129,1
0500110000000001050330,0,0,0,0,0,0,0,0
0500110000000001050329,33,30,3,0,0,34,28,2
0500110000000001050332,0,0,0,0,0,0,0,0
0500110000000001050331,9,9,0,0,0,9,9,0
0500110000000001050325,55,55,0,0,0,59,55,0
0500110000000001050324,57,56,0,0,1,60,54,2
0500110000000001050328,121,118,0,0,3,128,118,0
0500110000000001050326,11,11,0,0,0,13,11,0
0500110000000001050406,56,43,4,1,8,48,43,0
0500110000000001050405,116,104,10,0,2,120,104,0
0500110000000001050413,94,93,0,0,1,113,93,0
0500110000000001050412,40,40,0,0,0,47,40,0
0500110000000001050401,120,112,6,0,2,112,112,0
0500110000000001050333,18,18,0,0,0,18,18,0
0500110000000001050404,67,58,7,0,2,93,58,0
0500110000000001050403,9,9,0,0,0,9,9,0
0500110000000001050310,32,32,0,0,0,37,31,1
0500110000000001050309,20,20,0,0,0,22,20,0
0500110000000001050312,45,43,1,0,1,47,42,1
0500110000000001050311,40,38,1,0,1,43,38,0
0500110000000001050304,19,17,0,0,2,17,16,1
0500110000000001050303,26,24,0,0,2,24,24,0
0500110000000001050308,34,34,0,0,0,42,32,2
0500110000000001050307,39,37,0,0,2,37,37,0
0500110000000001050321,49,49,0,0,0,49,48,1
0500110000000001050320,7,7,0,0,0,7,7,0
0500110000000001050323,73,54,0,0,19,56,54,0
0500110000000001050322,29,29,0,0,0,29,29,0
0500110000000001050317,73,71,1,0,1,75,68,3
0500110000000001050315,28,28,0,0,0,28,28,0
0500110000000001050319,69,64,1,1,3,66,64,0
0500110000000001050318,13,13,0,0,0,13,13,0
0500110000000001050225,103,96,5,1,1,96,96,0
0500110000000001050224,145,136,6,0,3,136,136,0
0500110000000001050227,10,10,0,0,0,10,10,0
0500110000000001050226,32,31,0,0,1,31,31,0
0500110000000001050218,150,136,7,0,7,139,136,0
0500110000000001050217,64,61,1,1,1,61,61,0
0500110000000001050222,103,97,5,0,1,97,97,0
0500110000000001050219,77,72,0,0,5,72,71,1
0500110000000001050233,22,20,0,0,2,20,20,0
0500110000000001050232,25,22,2,0,1,22,22,0
0500110000000001050302,84,81,2,0,1,86,81,0
0500110000000001050301,18,15,0,0,3,15,15,0
0500110000000001050229,68,64,0,0,4,64,63,1
0500110000000001050228,54,52,2,0,0,52,51,1
0500110000000001050231,16,15,0,1,0,15,15,0
0500110000000001050230,36,35,1,0,0,35,35,0
0500110000000001050139,49,43,0,0,6,43,43,0
0500110000000001050137,250,250,0,0,0,258,249,1
0500110000000001050201,1,0,0,0,1,0,0,0
0500110000000001050142,36,35,0,0,1,37,35,0
0500110000000001050134,68,68,0,0,0,73,67,1
0500110000000001050133,46,46,0,0,0,46,46,0
0500110000000001050136,90,89,0,0,1,90,89,0
0500110000000001050135,34,34,0,0,0,35,34,0
0500110000000001050211,20,13,3,0,4,13,13,0
0500110000000001050210,55,51,3,0,1,51,51,0
0500110000000001050213,36,36,0,0,0,38,36,0
0500110000000001050212,42,40,1,0,1,40,40,0
0500110000000001050205,35,32,2,0,1,32,32,0
0500110000000001050202,43,39,2,0,2,39,39,0
0500110000000001050208,77,70,5,0,2,70,70,0
0500110000000001050206,74,71,3,0,0,71,70,1
0500110000000001050119,10,10,0,0,0,10,10,0
0500110000000001050118,5,5,0,0,0,5,5,0
0500110000000001050121,53,53,0,0,0,61,53,0
0500110000000001050120,8,8,0,0,0,8,7,1
0500110000000001050115,24,24,0,0,0,29,24,0
0500110000000001050114,27,27,0,0,0,27,27,0
0500110000000001050117,16,16,0,0,0,16,16,0
0500110000000001050116,25,25,0,0,0,26,25,0
0500110000000001050130,41,41,0,0,0,41,41,0
0500110000000001050129,16,16,0,0,0,16,16,0
0500110000000001050132,44,44,0,0,0,44,44,0
0500110000000001050131,47,47,0,0,0,47,47,0
0500110000000001050123,17,17,0,0,0,17,17,0
0500110000000001050122,65,65,0,0,0,66,65,0
0500110000000001050125,18,18,0,0,0,19,18,0
0500110000000001050124,52,52,0,0,0,52,52,0
0500110000000001050103,51,51,0,0,0,53,50,1
0500110000000001050102,6,6,0,0,0,6,6,0
0500110000000001050105,11,11,0,0,0,11,11,0
0500110000000001050104,41,41,0,0,0,44,41,0
0500110000000001040514,27,26,0,0,1,26,25,1
0500110000000001040513,61,59,0,0,2,59,59,0
0500110000000001050101,36,31,5,0,0,31,31,0
0500110000000001040515,13,13,0,0,0,13,13,0
0500110000000001050111,0,0,0,0,0,0,0,0
0500110000000001050110,0,0,0,0,0,0,0,0
0500110000000001050113,37,37,0,0,0,38,37,0
0500110000000001050112,31,31,0,0,0,32,31,0
0500110000000001050107,32,32,0,0,0,35,32,0
0500110000000001050106,12,12,0,0,0,12,12,0
0500110000000001050109,21,21,0,0,0,21,21,0
0500110000000001050108,38,37,0,0,1,45,37,0
0500110000000002050202,162,137,21,0,4,162,137,0
0500110000000002050116,363,345,15,0,3,441,343,2
0500110000000002050208,115,110,5,0,0,124,110,0
0500110000000002050206,60,60,0,0,0,63,60,0
0500110000000002050110,77,72,5,0,0,74,72,0
0500110000000002050109,68,60,5,0,3,64,60,0
0500110000000002050114,34,34,0,0,0,54,34,0
0500110000000002050113,37,29,8,0,0,33,29,0
0500110000000002050214,7,7,0,0,0,8,7,0
0500110000000002050213,48,46,0,0,2,47,46,0
0500110000000002050216,49,31,17,0,1,34,31,0
0500110000000002050215,68,60,7,0,1,63,60,0
0500110000000002050210,91,88,2,0,1,92,88,0
0500110000000002050209,100,78,22,0,0,88,77,1
0500110000000002050212,29,25,4,0,0,30,25,0
0500110000000002050211,8,8,0,0,0,11,8,0
0500110000000002040409,72,72,0,0,0,73,68,4
0500110000000002040407,172,160,12,0,0,163,159,1
0500110000000002040412,232,175,26,3,28,178,175,0
0500110000000002040411,201,177,20,0,4,181,176,1
0500110000000002040307,78,78,0,0,0,81,78,0
0500110000000002040305,45,45,0,0,0,45,45,0
0500110000000002040309,0,0,0,0,0,0,0,0
0500110000000002040308,0,0,0,0,0,0,0,0
0500110000000002050105,106,89,11,1,5,91,88,1
0500110000000002050104,54,54,0,0,0,56,54,0
0500110000000002050107,35,26,8,0,1,29,26,0
0500110000000002050106,29,21,7,0,1,22,21,0
0500110000000002040414,107,94,11,0,2,98,92,2
0500110000000002040413,32,32,0,0,0,33,30,2
0500110000000002050103,73,58,13,0,2,71,58,0
0500110000000002050101,39,28,9,0,2,40,28,0
0500110000000002040119,4,4,0,0,0,4,4,0
0500110000000002040118,43,40,3,0,0,62,39,1
0500110000000002040207,97,97,0,0,0,97,94,3
0500110000000002040203,98,80,12,1,5,80,80,0
0500110000000002040115,66,55,10,0,1,56,54,1
0500110000000002040114,0,0,0,0,0,0,0,0
0500110000000002040117,0,0,0,0,0,0,0,0
0500110000000002040116,21,20,1,0,0,22,20,0
0500110000000002040302,81,81,0,0,0,81,81,0
0500110000000002040301,119,116,0,1,2,116,116,0
0500110000000002040304,63,63,0,0,0,63,63,0
0500110000000002040303,83,83,0,0,0,83,83,0
0500110000000002040210,106,97,5,0,4,97,97,0
0500110000000002040209,155,124,26,0,5,124,124,0
0500110000000002040212,75,75,0,0,0,79,75,0
0500110000000002040211,103,90,12,0,1,90,90,0
0500110000000002030520,34,27,2,4,1,27,27,0
0500110000000002030519,46,46,0,0,0,52,46,0
0500110000000002040102,49,46,1,0,2,46,46,0
0500110000000002030521,54,50,1,0,3,51,50,0
0500110000000002030516,82,77,0,3,2,77,77,0
0500110000000002030514,23,23,0,0,0,23,22,1
0500110000000002030518,0,0,0,0,0,0,0,0
0500110000000002030517,34,33,0,0,1,33,33,0
0500110000000002040111,87,71,16,0,0,79,71,0
0500110000000002040110,125,121,4,0,0,121,120,1
0500110000000002040113,77,69,5,0,3,77,69,0
0500110000000002040112,72,62,10,0,0,71,62,0
0500110000000002040104,94,94,0,0,0,98,91,3
0500110000000002040103,81,77,2,0,2,77,75,2
0500110000000002040108,110,107,0,0,3,107,107,0
0500110000000002040105,111,104,6,0,1,106,104,0
0500110000000002030416,79,76,0,0,3,83,74,2
0500110000000002030415,63,41,22,0,0,46,41,0
0500110000000002030418,38,38,0,0,0,38,38,0
0500110000000002030417,12,11,0,0,1,11,11,0
0500110000000002030408,133,102,28,0,3,103,100,2
0500110000000002030407,75,64,8,0,3,64,63,1
0500110000000002030410,55,51,0,0,4,52,50,1
0500110000000002030409,123,109,12,0,2,120,109,0
0500110000000002030507,100,100,0,0,0,103,100,0
0500110000000002030504,81,75,0,0,6,75,74,1
0500110000000002030512,8,5,0,0,3,5,5,0
0500110000000002030508,76,72,0,0,4,72,64,8
0500110000000002030420,84,84,0,0,0,94,84,0
0500110000000002030419,10,10,0,0,0,11,9,1
0500110000000002030503,26,26,0,0,0,26,24,2
0500110000000002030502,120,113,2,0,5,119,113,0
0500110000000002030332,20,20,0,0,0,21,19,1
0500110000000002030331,14,14,0,0,0,18,14,0
0500110000000002030334,13,11,0,2,0,13,11,0
0500110000000002030333,17,17,0,0,0,18,17,0
0500110000000002030327,1,0,0,1,0,0,0,0
0500110000000002030326,20,19,1,0,0,22,19,0
0500110000000002030330,43,42,0,0,1,44,42,0
0500110000000002030329,43,39,2,0,2,47,39,0
0500110000000002030402,23,20,1,0,2,20,20,0
0500110000000002030339,21,20,1,0,0,24,19,1
0500110000000002030406,48,44,0,0,4,45,44,0
0500110000000002030404,86,81,0,0,5,82,81,0
0500110000000002030336,24,23,0,0,1,33,23,0
0500110000000002030335,23,23,0,0,0,32,23,0
0500110000000002030338,24,21,3,0,0,22,21,0
0500110000000002030337,0,0,0,0,0,0,0,0
0500110000000002030313,155,155,0,0,0,250,155,0
0500110000000002030312,102,87,14,0,1,103,87,0
0500110000000002030317,49,47,2,0,0,53,47,0
0500110000000002030316,30,30,0,0,0,32,30,0
0500110000000002030307,96,91,2,0,3,101,91,0
0500110000000002030305,47,41,0,0,6,42,41,0
0500110000000002030311,93,91,2,0,0,104,89,2
0500110000000002030310,21,21,0,0,0,41,21,0
0500110000000002030323,0,0,0,0,0,0,0,0
0500110000000002030322,19,19,0,0,0,19,19,0
0500110000000002030325,0,0,0,0,0,0,0,0
0500110000000002030324,9,9,0,0,0,10,9,0
0500110000000002030319,24,22,2,0,0,24,22,0
0500110000000002030318,24,24,0,0,0,32,24,0
0500110000000002030321,0,0,0,0,0,0,0,0
0500110000000002030320,25,25,0,0,0,25,25,0
0500110000000002030203,199,186,8,0,5,213,185,1
0500110000000002030202,113,102,0,0,11,123,102,0
0500110000000002030205,87,80,0,0,7,90,80,0
0500110000000002030204,101,88,0,2,11,101,88,0
0500110000000002030122,40,40,0,0,0,43,40,0
0500110000000002030121,44,43,0,0,1,46,42,1
0500110000000002030201,82,81,1,0,0,142,80,1
0500110000000002030123,0,0,0,0,0,0,0,0
0500110000000002030213,26,25,0,0,1,26,25,0
0500110000000002030212,73,61,11,0,1,62,59,2
0500110000000002030301,3,0,2,0,1,0,0,0
0500110000000002030214,121,116,0,0,5,120,116,0
0500110000000002030208,60,59,0,0,1,59,59,0
0500110000000002030207,133,121,4,3,5,121,121,0
0500110000000002030211,131,111,13,4,3,111,111,0
0500110000000002030209,53,50,0,0,3,52,50,0
0500110000000002030103,103,103,0,0,0,114,103,0
0500110000000002030101,63,62,0,0,1,66,62,0
0500110000000002030109,209,192,0,14,3,239,191,1
0500110000000002030108,215,212,0,1,2,224,212,0
0500110000000002020637,28,25,3,0,0,25,25,0
0500110000000002020636,32,30,0,0,2,31,29,1
0500110000000002020639,0,0,0,0,0,0,0,0
0500110000000002020638,0,0,0,0,0,0,0,0
0500110000000002030118,55,43,7,1,4,43,43,0
0500110000000002030117,137,136,0,0,1,149,135,1
0500110000000002030120,35,35,0,0,0,38,34,1
0500110000000002030119,34,33,0,0,1,37,33,0
0500110000000002030113,64,64,0,0,0,112,64,0
0500110000000002030110,61,61,0,0,0,76,61,0
0500110000000002030116,15,15,0,0,0,15,15,0
0500110000000002030115,74,63,11,0,0,64,63,0
0500110000000002020623,21,20,0,0,1,21,20,0
0500110000000002020622,46,40,5,1,0,41,40,0
0500110000000002020626,49,46,2,0,1,46,46,0
0500110000000002020624,133,130,0,0,3,132,130,0
0500110000000002020618,51,50,0,0,1,50,50,0
0500110000000002020617,67,67,0,0,0,70,65,2
0500110000000002020621,47,45,0,0,2,45,45,0
0500110000000002020619,21,21,0,0,0,22,19,2
0500110000000002020633,17,15,2,0,0,15,15,0
0500110000000002020632,25,25,0,0,0,25,25,0
0500110000000002020635,38,38,0,0,0,38,38,0
0500110000000002020634,44,44,0,0,0,44,44,0
0500110000000002020629,33,33,0,0,0,33,32,1
0500110000000002020628,37,34,0,0,3,35,34,0
0500110000000002020631,36,35,0,0,1,37,34,1
0500110000000002020630,32,29,0,0,3,30,29,0
0500110000000002020603,88,83,1,0,4,83,83,0
0500110000000002020602,86,77,6,0,3,92,77,0
0500110000000002020608,17,16,1,0,0,16,16,0
0500110000000002020606,155,143,6,0,6,143,143,0
0500110000000002020512,9,9,0,0,0,11,9,0
0500110000000002020510,20,19,0,0,1,19,19,0
0500110000000002020601,195,169,16,0,10,170,164,5
0500110000000002020513,0,0,0,0,0,0,0,0
0500110000000002020614,31,28,3,0,0,28,28,0
0500110000000002020613,28,27,0,0,1,27,27,0
0500110000000002020616,19,18,0,0,1,18,18,0
0500110000000002020615,33,33,0,0,0,33,33,0
0500110000000002020610,32,31,0,0,1,34,31,0
0500110000000002020609,64,61,0,0,3,62,61,0
0500110000000002020612,79,73,4,1,1,76,73,0
0500110000000002020611,73,72,0,0,1,74,72,0
0500110000000002020416,10,10,0,0,0,10,10,0
0500110000000002020415,78,76,0,0,2,76,76,0
0500110000000002020418,13,10,1,1,1,10,10,0
0500110000000002020417,37,30,7,0,0,30,30,0
0500110000000002020409,61,57,1,1,2,58,57,0
0500110000000002020408,120,119,0,0,1,125,119,0
0500110000000002020413,178,171,1,2,4,171,171,0
0500110000000002020410,0,0,0,0,0,0,0,0
0500110000000002020506,21,21,0,0,0,21,20,1
0500110000000002020505,108,100,2,1,5,103,100,0
0500110000000002020509,58,50,5,0,3,50,50,0
0500110000000002020508,60,58,0,0,2,61,56,2
0500110000000002020502,0,0,0,0,0,0,0,0
0500110000000002020419,10,6,4,0,0,6,5,1
0500110000000002020504,0,0,0,0,0,0,0,0
0500110000000002020503,153,138,8,0,7,143,138,0
0500110000000002020308,97,86,10,0,1,86,85,1
0500110000000002020305,170,162,1,1,6,172,162,0
0500110000000002020311,111,108,2,0,1,109,108,0
0500110000000002020309,47,47,0,0,0,47,47,0
0500110000000002020301,85,77,5,0,3,78,77,0
0500110000000002020235,31,27,1,0,3,31,27,0
0500110000000002020304,216,185,26,0,5,185,185,0
0500110000000002020302,209,196,9,1,3,200,196,0
0500110000000002020405,159,158,0,0,1,160,158,0
0500110000000002020403,77,70,0,0,7,70,70,0
0500110000000002020407,165,155,2,1,7,158,154,1
0500110000000002020406,161,150,6,1,4,152,150,0
0500110000000002020313,35,32,1,0,2,33,32,0
0500110000000002020312,0,0,0,0,0,0,0,0
0500110000000002020402,62,61,0,0,1,106,61,0
0500110000000002020401,99,91,0,0,8,95,91,0
0500110000000002020211,24,23,0,0,1,23,23,0
0500110000000002020208,39,39,0,0,0,39,39,0
0500110000000002020216,43,41,1,0,1,41,41,0
0500110000000002020212,56,54,0,0,2,54,54,0
0500110000000002020205,91,90,0,0,1,98,90,0
0500110000000002020203,66,65,0,0,1,67,65,0
0500110000000002020207,180,178,1,0,1,188,177,1
0500110000000002020206,148,139,2,0,7,141,139,0
0500110000000002020232,87,86,0,0,1,86,86,0
0500110000000002020230,17,16,0,1,0,16,16,0
0500110000000002020234,6,6,0,0,0,6,6,0
0500110000000002020233,76,73,1,0,2,73,73,0
0500110000000002020224,114,106,5,1,2,107,106,0
0500110000000002020222,172,170,0,0,2,172,170,0
0500110000000002020229,34,32,2,0,0,33,32,0
0500110000000002020226,0,0,0,0,0,0,0,0
0500110000000002020109,221,206,10,0,5,214,205,1
0500110000000002020108,29,26,0,0,3,26,26,0
0500110000000002020111,47,46,1,0,0,48,46,0
0500110000000002020110,31,30,0,0,1,34,30,0
0500110000000002010424,58,51,0,0,7,51,51,0
0500110000000002010423,65,62,0,0,3,66,61,1
0500110000000002020106,47,45,1,0,1,45,45,0
0500110000000002020105,72,60,9,0,3,61,60,0
0500110000000002020121,76,69,5,0,2,70,69,0
0500110000000002020120,38,38,0,0,0,39,38,0
0500110000000002020123,33,30,1,0,2,30,29,1
0500110000000002020122,47,42,4,0,1,44,42,0
0500110000000002020113,92,82,5,0,5,84,82,0
0500110000000002020112,26,25,0,0,1,25,25,0
0500110000000002020119,75,73,0,0,2,73,72,1
0500110000000002020117,187,160,6,0,21,164,158,2
0500110000000002010407,128,117,6,0,5,119,117,0
0500110000000002010406,117,113,4,0,0,128,113,0
0500110000000002010411,121,116,5,0,0,116,116,0
0500110000000002010409,168,156,0,0,12,188,156,0
0500110000000002010403,43,40,0,0,3,70,39,1
0500110000000002010402,35,35,0,0,0,42,35,0
0500110000000002010405,70,68,2,0,0,68,68,0
0500110000000002010404,76,76,0,0,0,77,76,0
0500110000000002010420,146,146,0,0,0,146,146,0
0500110000000002010417,80,77,0,0,3,81,76,1
0500110000000002010422,0,0,0,0,0,0,0,0
0500110000000002010421,76,76,0,0,0,76,76,0
0500110000000002010414,16,16,0,0,0,16,16,0
0500110000000002010412,16,16,0,0,0,16,15,1
0500110000000002010416,19,15,2,1,1,15,15,0
0500110000000002010415,87,87,0,0,0,90,86,1
0500110000000003010302,139,130,2,0,7,130,130,0
0500110000000003010222,16,15,0,0,1,15,15,0
0500110000000003010304,225,224,0,0,1,260,224,0
0500110000000003010303,82,81,0,0,1,93,81,0
0500110000000003010219,39,39,0,0,0,39,39,0
0500110000000003010218,24,22,0,0,2,22,22,0
0500110000000003010221,22,21,0,0,1,21,21,0
0500110000000003010220,41,39,0,0,2,39,39,0
0500110000000003010311,63,63,0,0,0,68,63,0
0500110000000003010310,71,68,0,0,3,72,67,1
0500110000000003010313,0,0,0,0,0,0,0,0
0500110000000003010312,8,8,0,0,0,8,8,0
0500110000000003010307,164,153,4,0,7,164,153,0
0500110000000003010306,180,168,9,0,3,173,168,0
0500110000000003010309,87,78,9,0,0,78,78,0
0500110000000003010308,8,7,0,0,1,7,7,0
0500110000000003010201,33,30,0,0,3,31,30,0
0500110000000003010108,37,37,0,0,0,37,37,0
0500110000000003010204,45,45,0,0,0,45,45,0
0500110000000003010202,56,55,0,0,1,55,55,0
0500110000000003010104,37,37,0,0,0,37,37,0
0500110000000003010102,54,49,0,0,5,49,49,0
0500110000000003010107,29,27,0,0,2,27,27,0
0500110000000003010106,223,211,1,0,11,211,211,0
0500110000000003010215,63,61,0,0,2,61,60,1
0500110000000003010212,64,62,0,0,2,62,62,0
0500110000000003010217,25,25,0,0,0,25,25,0
0500110000000003010216,29,28,0,0,1,28,27,1
0500110000000003010207,37,36,0,0,1,36,35,1
0500110000000003010206,71,70,0,0,1,70,69,1
0500110000000003010209,79,79,0,0,0,79,79,0
0500110000000003010208,70,70,0,0,0,70,70,0
0500110000000002080217,106,102,0,0,4,115,102,0
0500110000000002080216,1,0,0,1,0,0,0,0
0500110000000002080219,129,119,10,0,0,120,119,0
0500110000000002080218,0,0,0,0,0,0,0,0
0500110000000002080212,100,97,0,0,3,100,97,0
0500110000000002080211,123,118,0,0,5,120,118,0
0500110000000002080215,28,27,0,0,1,27,26,1
0500110000000002080213,45,41,1,0,3,42,41,0
0500110000000002080225,0,0,0,0,0,0,0,0
0500110000000002080224,0,0,0,0,0,0,0,0
0500110000000003010101,122,120,0,0,2,120,119,1
0500110000000002080226,0,0,0,0,0,0,0,0
0500110000000002080221,10,10,0,0,0,10,10,0
0500110000000002080220,0,0,0,0,0,0,0,0
0500110000000002080223,7,7,0,0,0,9,7,0
0500110000000002080222,115,113,0,0,2,115,110,3
0500110000000002080130,75,75,0,0,0,75,75,0
0500110000000002080129,89,86,0,0,3,86,86,0
0500110000000002080132,49,49,0,0,0,49,49,0
0500110000000002080131,24,24,0,0,0,24,24,0
0500110000000002080113,64,62,0,0,2,62,62,0
0500110000000002080111,74,74,0,0,0,88,74,0
0500110000000002080126,60,60,0,0,0,60,59,1
0500110000000002080123,0,0,0,0,0,0,0,0
0500110000000002080207,101,99,0,0,2,99,99,0
